10.229.114.134 or-kdr-baibakova4-p1 Байбакова Н.К., д. 4
10.229.117.169 or1-kdr-kalinina13-62-p1 Калинина, д. 13/к.62
10.229.117.170 or1-kdr-kalinina13-62-p2 Калинина, д. 13/к.62
10.229.117.171 or1-kdr-kalinina13-62-p3 Калинина, д. 13/к.62
10.229.116.226 or1-kdr-dalnjaja8-p1 Дальняя, д. 8/к.1
10.229.116.227 or1-kdr-dalnjaja8-p2 Дальняя, д. 8/к.1
10.229.116.228 or1-kdr-dalnjaja8-p3 Дальняя, д. 8/к.1
10.229.116.229 or1-kdr-dalnjaja8-p4 Дальняя, д. 8/к.1
10.229.116.230 or1-kdr-dalnjaja8-p5 Дальняя, д. 8/к.1
10.229.116.231 or1-kdr-dalnjaja8-p6 Дальняя, д. 8/к.1
10.229.116.232 or2-kdr-dalnjaja8-p6 Дальняя, д. 8/к.1
10.229.116.233 or1-kdr-dalnjaja8-p7 Дальняя, д. 8/к.1
10.229.116.234 or1-kdr-dalnjaja8-p8 Дальняя, д. 8/к.1
10.229.116.235 or1-kdr-dalnjaja8-p9 Дальняя, д. 8/к.1
10.229.112.214 or1-kdr-posad50-p1 Владислава Посадского, д. 50
10.229.112.215 or1-kdr-posad50-p2 Владислава Посадского, д. 50
10.229.112.216 or1-kdr-posad50-p3 Владислава Посадского, д. 50
10.229.112.211 or1-kdr-trosheva45-p1 Генерала Трошева Г.Н., д. 45
10.229.112.212 or1-kdr-trosheva45-p2 Генерала Трошева Г.Н., д. 45
10.229.112.213 or1-kdr-trosheva45-p3 Генерала Трошева Г.Н., д. 45
10.229.112.217 or1-kdr-trosheva45-p4 Генерала Трошева Г.Н., д. 45
10.229.112.218 or1-kdr-trosheva45-p5 Генерала Трошева Г.Н., д. 45
10.229.120.120 or1-kdr-kurch14-p3 Курчатова, д. 14
10.229.120.121 or1-kdr-dostoevsk84-1-p1 Достоевского, д. 84/1
10.229.120.123 or1-kdr-dostoevsk84-1-p3 Достоевского, д. 84/1
10.229.120.124 or1-kdr-dostoevsk84-1-p4 Достоевского, д. 84/1
10.229.120.122 or1-kdr-dostoevsk84-1-p2 Достоевского, д. 84/1
10.229.120.125 or1-kdr-dostoevsk84-p1 Достоевского, д. 84
10.229.120.128 or1-kdr-dekabrist59-p1 Декабристов, д. 59
10.229.120.126 or1-kdr-dostoevsk84-p2 Достоевского, д. 84
10.229.120.127 or1-kdr-dostoevsk84-p3 Достоевского, д. 84
10.229.120.130 or2-kdr-dostoevsk84-p3 Достоевского, д. 84
10.229.120.129 or2-kdr-dekabrist59-p1 Декабристов, д. 59
10.229.117.179 or1-kdr-rileeva358-p2 Рылеева, д. 358
10.229.117.180 or1-kdr-rileeva358-p4 Рылеева, д. 358
10.229.119.119 or1-kdr-gidro62-1-p1 Гидростроителей, д. 62/к.1
10.229.119.120 or1-kdr-gidro62-1-p2 Гидростроителей, д. 62/к.1
10.229.121.92 or1-kdr-lukjanenko14-p1 Лукьяненко П.П., д. 14
10.229.121.90 or1-kdr-lukjanenko10-p1 Лукьяненко П.П., д. 10
10.229.121.91 or1-kdr-lukjanenko10-p2 Лукьяненко П.П., д. 10
10.229.117.181 or1-kdr-shifrina1-1-p1 И.Л. Шифрина, д. 1/1
10.229.117.182 or2-kdr-shifrina1-1-p1 И.Л. Шифрина, д. 1/1
10.229.119.127 or1-kdr-nevki18-1-p2 Невкипелого, д. 18/к.1
10.229.119.126 or1-kdr-nevki18-1-p1 Невкипелого, д. 18/к.1
10.229.112.220 or1-kdr-razved23-p1 Героев-Разведчиков, д. 23
10.229.112.221 or1-kdr-razved23-p2 Героев-Разведчиков, д. 23
10.229.112.223 or1-kdr-razved23-p4 Героев-Разведчиков, д. 23
10.229.112.222 or1-kdr-razved23-p3 Героев-Разведчиков, д. 23
10.229.112.224 or1-kdr-40lp178-1-p1 40-летия Победы, д. 178/к.1
10.229.112.225 or2-kdr-40lp178-1-p1 40-летия Победы, д. 178/к.1
10.229.112.226 or1-kdr-40lp178-2-p1 40-летия Победы, д. 178/к.2
10.229.112.227 or2-kdr-40lp178-2-p1 40-летия Победы, д. 178/к.2
10.228.107.4 or1-kdr-gavril27-p1 Гаврилова П.М., д. 27
10.228.107.9 or1-kdr-gavril27-p2 Гаврилова П.М., д. 27
10.228.107.16 or1-kdr-gavril27-p3 Гаврилова П.М., д. 27
10.228.107.17 or1-kdr-gavril27-1-p1 Гаврилова П.М., д. 27/1
10.228.107.18 or1-kdr-gavril27-1-p2 Гаврилова П.М., д. 27/1
10.228.107.19 or1-kdr-gavril27-1-p3 Гаврилова П.М., д. 27/1
10.229.113.132 or1-kdr-sarabeeva5-4-p1 Сарабеева В.И., д. 5/к.4
10.229.113.134 or1-kdr-sarabeeva5-4-p3 Сарабеева В.И., д. 5/к.4
10.229.113.131 or1-kdr-sarabeeva5-3-p4 Сарабеева В.И., д. 5/к.3
10.229.113.128 or1-kdr-sarabeeva5-3-p1 Сарабеева В.И., д. 5/к.3
10.229.113.130 or1-kdr-sarabeeva5-3-p3 Сарабеева В.И., д. 5/к.3
10.229.113.138 or1-kdr-razved8-3-p3 Героев-Разведчиков, д. 8/к.3
10.229.113.136 or1-kdr-razved8-3-p1 Героев-Разведчиков, д. 8/к.3
10.229.113.135 or2-kdr-sarabeeva5-3-p2 Сарабеева В.И., д. 5/к.3
10.229.113.129 or1-kdr-sarabeeva5-3-p2 Сарабеева В.И., д. 5/к.3
10.229.113.137 or1-kdr-razved8-3-p2 Героев-Разведчиков, д. 8/к.3
10.229.113.133 or1-kdr-sarabeeva5-4-p2 Сарабеева В.И., д. 5/к.4
10.229.112.228 or1-kdr-trosheva31-p1 Генерала Трошева Г.Н., д. 31
10.229.112.229 or1-kdr-trosheva31-p2 Генерала Трошева Г.Н., д. 31
10.229.112.230 or1-kdr-trosheva31-p3 Генерала Трошева Г.Н., д. 31
10.229.112.231 or1-kdr-trosheva31-p4 Генерала Трошева Г.Н., д. 31
10.229.112.232 or1-kdr-40lp178-3-p1 40-летия Победы, д. 178/к.3
10.229.112.233 or2-kdr-40lp178-3-p1 40-летия Победы, д. 178/к.3
10.229.119.128 or1-kdr-nevki18-2-p1 Невкипелого, д. 18/к.2
10.229.119.134 or1-kdr-nevki18-2-p4 Невкипелого, д. 18/к.2
10.229.119.129 or2-kdr-nevki18-2-p1 Невкипелого, д. 18/к.2
10.229.119.133 or2-kdr-nevki18-2-p3 Невкипелого, д. 18/к.2
10.229.119.131 or1-kdr-nevki18-2-p2 Невкипелого, д. 18/к.2
10.229.119.132 or1-kdr-nevki18-2-p3 Невкипелого, д. 18/к.2
10.229.124.87 or-kdr-dubravnaya19-p2 Дубравная, д. 19
10.229.124.86 or-kdr-dubravnaya19-p1 Дубравная, д. 19
10.229.124.123 or-kdr-vysotnaya7-p1 Высотная, д. 7
10.229.124.126 or-kdr-zelenograd40-p2 Зеленоградская, д. 40
10.229.124.124 or-kdr-vysotnaya7-p2 Высотная, д. 7
10.229.124.128 or-kdr-zelenograd40-p4 Зеленоградская, д. 40
10.229.124.88 or-kdr-dubravnaya19-p3 Дубравная, д. 19
10.229.124.71 or-kdr-9tih21-1-p1 9-я Тихая, д. 21/1
10.229.124.127 or-kdr-zelenograd40-p3 Зеленоградская, д. 40
10.229.124.125 or-kdr-zelenograd40-p1 Зеленоградская, д. 40
10.229.120.132 or1-kdr-kolhoz65-p3 Колхозная, д. 65
10.229.122.75 or-kdr-sormo208-1-p1 Сормовская, д. 208/к.1
10.229.122.76 or-kdr-sormo208-1-p2 Сормовская, д. 208/к.1
10.229.112.236 or1-kdr-40lp178-5-p1 40-летия Победы, д. 178/к.5
10.229.112.234 or1-kdr-40lp178-4-p1 40-летия Победы, д. 178/к.4
10.229.122.77 or-kdr-sormo208-1-p3 Сормовская, д. 208/к.1
10.229.112.237 or2-kdr-40lp178-5-p1 40-летия Победы, д. 178/к.5
10.229.112.235 or2-kdr-40lp178-4-p1 40-летия Победы, д. 178/к.4
10.229.124.42 or1-kdr-5dorozhnaya68-1-p1 5-я Дорожная, д. 68/к.1
10.228.107.186 or1-kdr-zhigulenko9-p1 Евгении Жигуленко, д. 9
10.228.107.187 or2-kdr-zhigulenko9-p1 Евгении Жигуленко, д. 9
10.229.124.43 or1-kdr-5dorozhnaya68-1-p2 5-я Дорожная, д. 68/к.1
10.228.107.188 or1-kdr-zhigulenko9-p2 Евгении Жигуленко, д. 9
10.229.124.50 or2-kdr-5dorozhnaya68-1-p1 5-я Дорожная, д. 68/к.1
10.228.107.189 or2-kdr-zhigulenko9-p2 Евгении Жигуленко, д. 9
10.229.124.51 or2-kdr-5dorozhnaya68-1-p2 5-я Дорожная, д. 68/к.1
10.228.107.190 or1-kdr-zhigulenko9-p3 Евгении Жигуленко, д. 9
10.228.107.191 or2-kdr-zhigulenko9-p3 Евгении Жигуленко, д. 9
10.228.107.198 or1-kdr-zhigulenko11-2-p1 Евгении Жигуленко, д. 11/к.2
10.228.107.195 or2-kdr-zhigulenko11-1-p2 Евгении Жигуленко, д. 11/к.1
10.228.107.199 or2-kdr-zhigulenko11-2-p1 Евгении Жигуленко, д. 11/к.2
10.228.107.196 or1-kdr-zhigulenko11-1-p3 Евгении Жигуленко, д. 11/к.1
10.228.107.200 or1-kdr-zhigulenko11-2-p2 Евгении Жигуленко, д. 11/к.2
10.228.107.197 or2-kdr-zhigulenko11-1-p3 Евгении Жигуленко, д. 11/к.1
10.228.107.192 or1-kdr-zhigulenko11-1-p1 Евгении Жигуленко, д. 11/к.1
10.228.107.193 or2-kdr-zhigulenko11-1-p1 Евгении Жигуленко, д. 11/к.1
10.228.107.194 or1-kdr-zhigulenko11-1-p2 Евгении Жигуленко, д. 11/к.1
10.228.107.201 or2-kdr-zhigulenko11-2-p2 Евгении Жигуленко, д. 11/к.2
10.228.107.202 or1-kdr-zhigulenko11-2-p3 Евгении Жигуленко, д. 11/к.2
10.228.107.203 or2-kdr-zhigulenko11-2-p3 Евгении Жигуленко, д. 11/к.2
10.228.107.40 or-kdr-vojskovaya4-6-p1 Войсковая, д. 4/к.6
10.228.107.41 or-kdr-vojskovaya4-6-p2 Войсковая, д. 4/к.6
10.228.107.42 or-kdr-vojskovaya4-7-p1 Войсковая, д. 4/к.7
10.228.107.43 or-kdr-vojskovaya4-7-p2 Войсковая, д. 4/к.7
10.229.113.140 or1-kdr-sarabeeva5-5-p2 Сарабеева В.И., д. 5/к.5
10.229.113.141 or1-kdr-sarabeeva5-5-p3 Сарабеева В.И., д. 5/к.5
10.229.113.142 or1-kdr-sarabeeva5-5-p4 Сарабеева В.И., д. 5/к.5
10.229.113.145 or2-kdr-sarabeeva5-5-p4 Сарабеева В.И., д. 5/к.5
10.229.113.143 or1-kdr-sarabeeva5-5-p5 Сарабеева В.И., д. 5/к.5
10.229.113.144 or1-kdr-sarabeeva5-5-p6 Сарабеева В.И., д. 5/к.5
10.229.113.139 or1-kdr-sarabeeva5-5-p1 Сарабеева В.И., д. 5/к.5
10.228.107.47 or-kdr-vojskovaya20-3 Войсковая, д. 20/к.3
10.228.107.45 or-kdr-vojskovaya20-1 Войсковая, д. 20/к.1
10.228.107.46 or-kdr-vojskovaya20-2 Войсковая, д. 20/к.2
10.228.107.48 or-kdr-vojskovaya20-4 Войсковая, д. 20/к.4
10.228.107.49 or-kdr-vojskovaya20-5 Войсковая, д. 20/к.5
10.228.107.50 or-kdr-vojskovaya20-6 Войсковая, д. 20/к.6
10.228.107.52 or-kdr-vojskovaya20-8 Войсковая, д. 20/к.8
10.228.107.51 or-kdr-vojskovaya20-7 Войсковая, д. 20/к.7
10.228.107.65 or1-kdr-ross267-2-p1 Российская, д. 267/к.2
10.228.107.66 or2-kdr-ross267-2-p1 Российская, д. 267/к.2
10.228.107.59 or1-kdr-topolin46-1-p2 Тополиная, д. 46/к.1
10.228.107.61 or2-kdr-topolin46-1-p2 Тополиная, д. 46/к.1
10.228.107.57 or1-kdr-topolin46-1-p1 Тополиная, д. 46/к.1
10.228.107.58 or2-kdr-topolin46-1-p1 Тополиная, д. 46/к.1
10.229.120.133 or1-kdr-yatskova8-p1 Яцкова И.В., д. 8
10.229.120.134 or1-kdr-yatskova8-p2 Яцкова И.В., д. 8
10.229.120.135 or1-kdr-yatskova8-p3 Яцкова И.В., д. 8
10.228.107.53 or-kdr-vojskovaya20-9 Войсковая, д. 20/к.9
10.228.107.54 or-kdr-vojskovaya20-10 Войсковая, д. 20/к.10
10.228.107.55 or-kdr-vojskovaya20-11 Войсковая, д. 20/к.11
10.228.107.56 or-kdr-vojskovaya20-12 Войсковая, д. 20/к.12
10.229.120.143 or1-kdr-yatskova14-p1 Яцкова И.В., д. 14
10.229.120.144 or1-kdr-yatskova14-p2 Яцкова И.В., д. 14
10.229.120.145 or1-kdr-yatskova14-p3 Яцкова И.В., д. 14
10.229.120.136 or1-kdr-yatskova12-p1 Яцкова И.В., д. 12
10.229.120.137 or1-kdr-yatskova12-p2 Яцкова И.В., д. 12
10.229.120.138 or1-kdr-yatskova12-p3 Яцкова И.В., д. 12
10.229.120.139 or1-kdr-yatskova12-p4 Яцкова И.В., д. 12
10.229.114.187 or1-kdr-kotlyarova32-p2 Котлярова Н.С., д. 32
10.229.114.191 or1-kdr-kotlyarova32-p4 Котлярова Н.С., д. 32
10.229.114.185 or1-kdr-kotlyarova32-p1 Котлярова Н.С., д. 32
10.229.114.189 or1-kdr-kotlyarova32-p3 Котлярова Н.С., д. 32
10.229.116.237 or-kdr-dalnjaja4-2-3-p2 Дальняя, д. 4/2/к.3
10.229.116.236 or-kdr-dalnjaja4-2-3-p1 Дальняя, д. 4/2/к.3
10.229.116.240 or-kdr-prodalnji11-1-p3 Дальний, д. 11/к.1
10.229.116.239 or-kdr-prodalnji11-1-p2 Дальний, д. 11/к.1
10.229.116.238 or-kdr-prodalnji11-1-p1 Дальний, д. 11/к.1
10.229.116.242 or-kdr-prodalnji11-2-p2 Дальний, д. 11/к.2
10.229.116.243 or-kdr-prodalnji11-2-p1 Дальний, д. 11/к.2
10.229.116.241 or-kdr-prodalnji11-2-p3 Дальний, д. 11/к.2
10.228.107.75 or2-kdr-topolin46-2-p2 Тополиная, д. 46/к.2
10.228.107.74 or1-kdr-topolin46-2-p2 Тополиная, д. 46/к.2
10.228.107.76 or1-kdr-topolin46-2-p3 Тополиная, д. 46/к.2
10.228.107.72 or2-kdr-topolin46-2-p1 Тополиная, д. 46/к.2
10.228.107.77 or2-kdr-topolin46-2-p3 Тополиная, д. 46/к.2
10.228.107.70 or1-kdr-topolin46-2-p1 Тополиная, д. 46/к.2
10.229.124.54 or2-kdr-agronom2-5-2 Агрономическая, д. 2/5/к.2
10.229.124.45 or1-kdr-agronom2-5-2 Агрономическая, д. 2/5/к.2
10.229.124.52 or2-kdr-agronom2-5-1-p1 Агрономическая, д. 2/5/к.1
10.229.119.140 or2-kdr-gidro59-2-2-p2 Гидростроителей, д. 59/к.2лит2
10.229.124.53 or2-kdr-agronom2-5-1-p2 Агрономическая, д. 2/5/к.1
10.229.119.138 or2-kdr-gidro59-2-2-p1 Гидростроителей, д. 59/к.2лит2
10.229.119.139 or1-kdr-gidro59-2-2-p2 Гидростроителей, д. 59/к.2лит2
10.229.124.55 or2-kdr-sokolova86-1-p1 Соколова М.Е., д. 86/к.1
10.229.124.56 or2-kdr-sokolova86-1-p2 Соколова М.Е., д. 86/к.1
10.229.124.49 or1-kdr-sokolova86-2 Соколова М.Е., д. 86/к.2
10.229.124.44 or1-kdr-agronom2-5-1-p1 Агрономическая, д. 2/5/к.1
10.229.124.57 or2-kdr-sokolova86-2 Соколова М.Е., д. 86/к.2
10.229.124.48 or1-kdr-sokolova86-1-p2 Соколова М.Е., д. 86/к.1
10.229.124.130 or1-kdr-agronom2-5-1-p2 Агрономическая, д. 2/5/к.1
10.229.119.137 or1-kdr-gidro59-2-2-p1 Гидростроителей, д. 59/к.2лит2
10.229.124.47 or1-kdr-sokolova86-1-p1 Соколова М.Е., д. 86/к.1
10.229.124.138 or1-kdr-dushis79-1-p1 Душистая, д. 79/к.1
10.229.124.139 or2-kdr-dushis79-1-p1 Душистая, д. 79/к.1
10.229.124.140 or1-kdr-dushis79-1-p2 Душистая, д. 79/к.1
10.229.124.141 or2-kdr-dushis79-1-p2 Душистая, д. 79/к.1
10.229.124.143 or2-kdr-dushis79-2-p1 Душистая, д. 79/к.2
10.229.124.145 or2-kdr-dushis79-2-p2 Душистая, д. 79/к.2
10.229.124.144 or1-kdr-dushis79-2-p2 Душистая, д. 79/к.2
10.229.124.142 or1-kdr-dushis79-2-p1 Душистая, д. 79/к.2
10.229.124.135 or2-kdr-5dorozhnaya68-3-p1 5-я Дорожная, д. 68/к.3
10.229.124.134 or1-kdr-5dorozhnaya68-3-p1 5-я Дорожная, д. 68/к.3
10.229.124.137 or2-kdr-5dorozhnaya68-3-p2 5-я Дорожная, д. 68/к.3
10.229.124.136 or1-kdr-5dorozhnaya68-3-p2 5-я Дорожная, д. 68/к.3
10.229.122.78 or-kdr-simfe58-3-p1 Симферопольская, д. 58/3
10.229.122.79 or-kdr-simfe58-3-p2 Симферопольская, д. 58/3
10.229.120.149 or1-kdr-yatskova9-1-p1 Яцкова И.В., д. 9/к.1
10.229.119.142 or2-kdr-nevki10-p1 Невкипелого, д. 10
10.229.120.150 or1-kdr-yatskova9-1-p2 Яцкова И.В., д. 9/к.1
10.229.119.144 or2-kdr-nevki10-p2 Невкипелого, д. 10
10.229.119.143 or1-kdr-nevki10-p2 Невкипелого, д. 10
10.229.119.145 or1-kdr-nevki10-p3 Невкипелого, д. 10
10.229.112.240 or1-kdr-40lp117-p1 40-летия Победы, д. 117
10.229.120.148 or2-kdr-yatskova9-2-p1 Яцкова И.В., д. 9/к.2
10.229.119.146 or2-kdr-nevki10-p3 Невкипелого, д. 10
10.229.120.147 or1-kdr-yatskova9-2-p1 Яцкова И.В., д. 9/к.2
10.229.120.151 or1-kdr-yatskova9-1-p3 Яцкова И.В., д. 9/к.1
10.229.119.141 or1-kdr-nevki10-p1 Невкипелого, д. 10
10.229.120.152 or1-kdr-yatskova9-1-p4 Яцкова И.В., д. 9/к.1
10.229.120.141 or1-kdr-yatskova6-p2 Яцкова И.В., д. 6
10.229.120.140 or1-kdr-yatskova6-p1 Яцкова И.В., д. 6
10.229.120.142 or1-kdr-yatskova6-p3 Яцкова И.В., д. 6
10.229.120.169 or1-kdr-yatskova9-3-p5 Яцкова И.В., д. 9/к.3
10.229.120.172 or2-kdr-yatskova9-3-p6 Яцкова И.В., д. 9/к.3
10.229.120.165 or1-kdr-yatskova9-3-p1 Яцкова И.В., д. 9/к.3
10.229.118.35 or1-kdr-taman153-3-a-p2 Таманская, д. 153/к.3
10.229.118.36 or2-kdr-taman153-3-a-p2 Таманская, д. 153/к.3
10.229.120.167 or1-kdr-yatskova9-3-p3 Яцкова И.В., д. 9/к.3
10.229.118.33 or1-kdr-taman153-3-a-p1 Таманская, д. 153/к.3
10.229.120.170 or1-kdr-yatskova9-3-p6 Яцкова И.В., д. 9/к.3
10.229.120.171 or2-kdr-yatskova9-3-p2 Яцкова И.В., д. 9/к.3
10.229.120.168 or1-kdr-yatskova9-3-p4 Яцкова И.В., д. 9/к.3
10.229.120.166 or1-kdr-yatskova9-3-p2 Яцкова И.В., д. 9/к.3
10.229.118.34 or2-kdr-taman153-3-a-p1 Таманская, д. 153/к.3
10.229.116.247 or1-kdr-repina3-1-2-p2 Репина, д. 3/1/к.2
10.229.124.152 or1-kdr-korenov2-3-p1 Кореновская, д. 2/к.3
10.229.116.246 or1-kdr-repina3-1-2-p1 Репина, д. 3/1/к.2
10.229.124.148 or1-kdr-korenov2-1-p2 Кореновская, д. 2/к.1
10.229.124.153 or2-kdr-korenov2-3-p1 Кореновская, д. 2/к.3
10.229.116.244 or1-kdr-repina3-1-1-p1 Репина, д. 3/1/к.1
10.229.124.149 or2-kdr-korenov2-1-p2 Кореновская, д. 2/к.1
10.229.124.151 or2-kdr-korenov2-2-p1 Кореновская, д. 2/к.2
10.229.116.245 or1-kdr-repina3-1-1-p2 Репина, д. 3/1/к.1
10.229.116.248 or1-kdr-repina3-1-3-p1 Репина, д. 3/1/к.3
10.229.116.249 or1-kdr-repina3-1-3-p2 Репина, д. 3/1/к.3
10.229.116.250 or1-kdr-repina3-1-3-p3 Репина, д. 3/1/к.3
10.229.124.150 or1-kdr-korenov2-2-p1 Кореновская, д. 2/к.2
10.229.124.146 or1-kdr-korenov2-1-p1 Кореновская, д. 2/к.1
10.229.124.147 or2-kdr-korenov2-1-p1 Кореновская, д. 2/к.1
10.229.118.38 or-kdr-stavr201 Ставропольская, д. 201
10.229.124.162 or1-kdr-dushis60-2-p6 Душистая, д. 60/к.2
10.229.124.161 or2-kdr-dushis60-2-p5 Душистая, д. 60/к.2
10.229.124.154 or1-kdr-dushis60-2-p1 Душистая, д. 60/к.2
10.229.124.159 or1-kdr-dushis60-2-p4 Душистая, д. 60/к.2
10.229.124.155 or2-kdr-dushis60-2-p1 Душистая, д. 60/к.2
10.229.124.157 or2-kdr-dushis60-2-p2 Душистая, д. 60/к.2
10.229.124.163 or2-kdr-dushis60-2-p6 Душистая, д. 60/к.2
10.229.124.164 or1-kdr-dushis60-1-p1 Душистая, д. 60/к.1
10.229.124.158 or1-kdr-dushis60-2-p3 Душистая, д. 60/к.2
10.229.124.156 or1-kdr-dushis60-2-p2 Душистая, д. 60/к.2
10.229.124.160 or1-kdr-dushis60-2-p5 Душистая, д. 60/к.2
10.229.116.251 or1-kdr-stahan1-p1 Стахановская, д. 1
10.229.120.159 or1-kdr-yatskova15-2-p2 Яцкова И.В., д. 15/к.2
10.229.120.163 or1-kdr-yatskova15-2-p5 Яцкова И.В., д. 15/к.2
10.229.116.253 or1-kdr-stahan1-p3 Стахановская, д. 1
10.229.120.221 or2-kdr-yatskova15-1-p1 Яцкова И.В., д. 15/к.1
10.229.120.220 or1-kdr-yatskova15-1-p1 Яцкова И.В., д. 15/к.1
10.229.120.158 or1-kdr-yatskova15-2-p1 Яцкова И.В., д. 15/к.2
10.229.120.219 or2-kdr-yatskova15-2-p6 Яцкова И.В., д. 15/к.2
10.229.120.162 or1-kdr-yatskova15-2-p4 Яцкова И.В., д. 15/к.2
10.229.120.223 or1-kdr-yatskova15-1-p3 Яцкова И.В., д. 15/к.1
10.229.120.161 or1-kdr-yatskova15-2-p3 Яцкова И.В., д. 15/к.2
10.229.120.224 or1-kdr-yatskova15-1-p4 Яцкова И.В., д. 15/к.1
10.229.120.164 or1-kdr-yatskova15-2-p6 Яцкова И.В., д. 15/к.2
10.229.116.252 or1-kdr-stahan1-p2 Стахановская, д. 1
10.229.116.254 or1-kdr-stahan1-p4 Стахановская, д. 1
10.229.120.222 or1-kdr-yatskova15-1-p2 Яцкова И.В., д. 15/к.1
10.229.120.225 or1-kdr-yatskova15-1-p5 Яцкова И.В., д. 15/к.1
10.229.120.226 or1-kdr-yatskova15-1-p5 Яцкова И.В., д. 15/к.1
10.229.120.160 or2-kdr-yatskova15-2-p2 Яцкова И.В., д. 15/к.2
10.229.120.227 or1-kdr-yatskova15-1-p6 Яцкова И.В., д. 15/к.1
10.229.120.176 or1-kdr-shevelyova2-p2 Николая Шевелёва, д. 2
10.229.120.155 or1-kdr-bocharnikova3-p3 Георгия Бочарникова, д. 3
10.229.120.154 or1-kdr-bocharnikova3-p2 Георгия Бочарникова, д. 3
10.229.120.156 or1-kdr-bocharnikova3-p4 Георгия Бочарникова, д. 3
10.229.120.177 or1-kdr-shevelyova2-p3 Николая Шевелёва, д. 2
10.229.120.215 or1-kdr-yatskova13-p1 Яцкова И.В., д. 13
10.229.120.216 or2-kdr-yatskova13-p1 Яцкова И.В., д. 13
10.229.120.173 or1-kdr-bocharnikova1-p1 Георгия Бочарникова, д. 1
10.229.120.174 or2-kdr-bocharnikova1-p1 Георгия Бочарникова, д. 1
10.229.120.175 or1-kdr-shevelyova2-p1 Николая Шевелёва, д. 2
10.229.120.157 or1-kdr-bocharnikova3-p5 Георгия Бочарникова, д. 3
10.229.120.153 or1-kdr-bocharnikova3-p1 Георгия Бочарникова, д. 3
10.229.112.242 or1-kdr-posad53-p2 Владислава Посадского, д. 53
10.229.112.243 or1-kdr-posad53-p3 Владислава Посадского, д. 53
10.229.112.241 or1-kdr-posad53-p1 Владислава Посадского, д. 53
10.229.120.178 or1-kdr-shevelyova5-p1 Николая Шевелёва, д. 5
10.229.120.179 or1-kdr-shevelyova5-p2 Николая Шевелёва, д. 5
10.229.120.180 or1-kdr-shevelyova5-p3 Николая Шевелёва, д. 5
10.229.120.181 or1-kdr-shevelyova5-p4 Николая Шевелёва, д. 5
10.229.120.182 or1-kdr-shevelyova5-p5 Николая Шевелёва, д. 5
10.229.119.148 or1-kdr-kruzhev4-p1 Кружевная, д. 4
10.229.119.149 or1-kdr-kruzhev4-p2 Кружевная, д. 4
10.229.119.150 or1-kdr-kruzhev6-p1 Кружевная, д. 6
10.229.119.151 or1-kdr-kruzhev6-p2 Кружевная, д. 6
10.229.119.152 or1-kdr-kruzhev8-p1 Кружевная, д. 8
10.229.119.153 or1-kdr-kruzhev8-p2 Кружевная, д. 8
10.229.119.154 or1-kdr-kruzhev10-p1 Кружевная, д. 10
10.229.119.155 or1-kdr-kruzhev10-p2 Кружевная, д. 10
10.229.120.229 or1-kdr-dombai63-p2 Домбайская, д. 63
10.229.120.235 or1-kdr-yatskova17-p3 Яцкова И.В., д. 17
10.229.120.233 or1-kdr-yatskova17-p1 Яцкова И.В., д. 17
10.229.120.234 or1-kdr-yatskova17-p2 Яцкова И.В., д. 17
10.229.120.211 or1-kdr-shevelyova3-p1 Николая Шевелёва, д. 3
10.229.120.213 or1-kdr-shevelyova1-p1 Николая Шевелёва, д. 1
10.229.120.228 or1-kdr-dombai63-p1 Домбайская, д. 63
10.229.120.230 or1-kdr-dombai63-p3 Домбайская, д. 63
10.229.120.217 or1-kdr-dombai61-p1 Домбайская, д. 61
10.229.120.218 or2-kdr-dombai61-p1 Домбайская, д. 61
10.229.120.232 or1-kdr-dombai63-p5 Домбайская, д. 63
10.229.120.231 or1-kdr-dombai63-p4 Домбайская, д. 63
10.229.120.212 or2-kdr-shevelyova3-p1 Николая Шевелёва, д. 3
10.229.120.236 or2-kdr-yatskova17-p3 Яцкова И.В., д. 17
10.229.120.214 or1-kdr-shevelyova1-p2 Николая Шевелёва, д. 1
10.229.119.156 or1-kdr-kruzhev3-p1 Кружевная, д. 3
10.229.119.157 or1-kdr-kruzhev3-p2 Кружевная, д. 3
10.229.119.158 or1-kdr-kruzhev3-p3 Кружевная, д. 3
10.229.119.162 or1-kdr-kruzhev5-p1 Кружевная, д. 5
10.229.119.163 d1-kdr-kruzhev5-p2 Кружевная, д. 5
10.229.119.164 or1-kdr-kruzhev5-p3 Кружевная, д. 5
10.229.119.176 or1-kdr-kruzhev9-p1 Кружевная, д. 9
10.229.119.177 or1-kdr-kruzhev9-p2 Кружевная, д. 9
10.229.119.178 or1-kdr-kruzhev9-p3 Кружевная, д. 9
10.229.120.194 or1-kdr-komandorskaya1-1-p1 Командорская, д. 1/к.1
10.229.120.195 or1-kdr-komandorskaya1-1-p2 Командорская, д. 1/к.1
10.229.120.243 or1-kdr-yatskova17-1-p1 Яцкова И.В., д. 17/к.1
10.229.120.244 or1-kdr-yatskova17-1-p2 Яцкова И.В., д. 17/к.1
10.229.120.198 or1-kdr-komandorskaya1-3-p2 Командорская, д. 1/к.3
10.229.120.246 or1-kdr-yatskova17-1-p3 Яцкова И.В., д. 17/к.1
10.229.120.185 or1-kdr-komandorskaya1-3-p1 Командорская, д. 1/к.3
10.229.119.170 or1-kdr-kruzhev14-p1 Кружевная, д. 14
